Year,State,Age Group (Years),State Rate,State Births
1/1/2014,Oklahoma,18-19 years,71.8,3528
1/1/2014,Oregon,18-19 years,37.6,1781
1/1/2014,Pennsylvania,18-19 years,32.7,5798
1/1/2014,Rhode Island,18-19 years,24.3,445
1/1/2014,South Carolina,18-19 years,50.1,3111
1/1/2014,South Dakota,18-19 years,44.6,519
1/1/2014,Tennessee,18-19 years,62.7,5061
1/1/2014,Texas,18-19 years,67.7,24419
1/1/2014,Utah,18-19 years,37.9,1625
1/1/2014,Vermont,18-19 years,23.6,245
1/1/2014,Virginia,18-19 years,33.2,3681
1/1/2014,Washington,18-19 years,36.2,3014
1/1/2014,West Virginia,18-19 years,66.9,1466
1/1/2014,Wisconsin,18-19 years,33,2554
1/1/2014,Wyoming,18-19 years,58.7,415
1/1/2015,Alabama,18-19 years,55.8,3444
1/1/2015,Alaska,18-19 years,63.8,520
1/1/2015,Arizona,18-19 years,48.2,4307
1/1/2015,Arkansas,18-19 years,72.4,2764
1/1/2015,California,18-19 years,34.6,17727
1/1/2015,Colorado,18-19 years,35.9,2418
1/1/2015,Connecticut,18-19 years,17.7,917
1/1/2015,Delaware,18-19 years,31.5,398
1/1/2015,District of Columbia,18-19 years,30.5,360
1/1/2015,Florida,18-19 years,39.7,8854
1/1/2015,Georgia,18-19 years,47.4,6440
1/1/2015,Hawaii,18-19 years,40.7,605
1/1/2015,Idaho,18-19 years,44.9,988
1/1/2015,Illinois,18-19 years,38.5,6306
1/1/2015,Indiana,18-19 years,48.7,4314
1/1/2015,Iowa,18-19 years,33.5,1477
1/1/2015,Kansas,18-19 years,48.9,1903
1/1/2015,Kentucky,18-19 years,61.9,3383
1/1/2015,Louisiana,18-19 years,65.1,3689
1/1/2015,Maine,18-19 years,29.8,480
1/1/2015,Maryland,18-19 years,29.6,2267
1/1/2015,Massachusetts,18-19 years,15.3,1601
1/1/2015,Michigan,18-19 years,36.8,4823
1/1/2015,Minnesota,18-19 years,25.7,1792
1/1/2015,Mississippi,18-19 years,62.8,2555
1/1/2015,Missouri,18-19 years,47.6,3631
1/1/2015,Montana,18-19 years,48.2,590
1/1/2015,Nebraska,18-19 years,39.1,1018
1/1/2015,Nevada,18-19 years,56,1732
1/1/2015,New Hampshire,18-19 years,19.5,367
1/1/2015,New Jersey,18-19 years,23.3,2456
1/1/2015,New Mexico,18-19 years,61.4,1626
1/1/2015,New York,18-19 years,25.4,6541
1/1/2015,North Carolina,18-19 years,42.1,5535
1/1/2015,North Dakota,18-19 years,36.6,399
1/1/2015,Ohio,18-19 years,43.4,6462
1/1/2015,Oklahoma,18-19 years,64.2,3166
1/1/2015,Oregon,18-19 years,36.1,1710
1/1/2015,Pennsylvania,18-19 years,30.3,5301
1/1/2015,Rhode Island,18-19 years,21.4,389
1/1/2015,South Carolina,18-19 years,47.8,2978
1/1/2015,South Dakota,18-19 years,50.2,565
1/1/2015,Tennessee,18-19 years,58.8,4687
1/1/2015,Texas,18-19 years,63,22983
1/1/2015,Utah,18-19 years,34.5,1532
1/1/2015,Vermont,18-19 years,19.8,202
1/1/2015,Virginia,18-19 years,31.3,3452
1/1/2015,Washington,18-19 years,33.9,2816
1/1/2015,West Virginia,18-19 years,61.6,1320
1/1/2015,Wisconsin,18-19 years,30.4,2334
1/1/2015,Wyoming,18-19 years,59.2,407
1/1/2016,Alabama,15-17 years,12.9,1231
1/1/2016,Alaska,15-17 years,7.9,114
1/1/2016,Arizona,15-17 years,10.4,1426
1/1/2016,Arkansas,15-17 years,14,823
1/1/2016,California,15-17 years,7.4,5617
1/1/2016,Colorado,15-17 years,7.9,815
1/1/2016,Connecticut,15-17 years,3.8,262
1/1/2016,Delaware,15-17 years,8.5,148
1/1/2016,District of Columbia,15-17 years,18.1,140
1/1/2016,Florida,15-17 years,8.1,2860
1/1/2016,Georgia,15-17 years,10.2,2182
1/1/2016,Hawaii,15-17 years,6.4,149
1/1/2016,Idaho,15-17 years,7.7,280
1/1/2016,Illinois,15-17 years,8,2018
1/1/2016,Indiana,15-17 years,9.7,1300
1/1/2016,Iowa,15-17 years,6.6,396
1/1/2016,Kansas,15-17 years,9.5,551
1/1/2016,Kentucky,15-17 years,12,1018
1/1/2016,Louisiana,15-17 years,12.7,1163
1/1/2016,Maine,15-17 years,4.7,107
1/1/2016,Maryland,15-17 years,7.2,816
1/1/2016,Massachusetts,15-17 years,3.9,477
1/1/2016,Michigan,15-17 years,7.2,1410
1/1/2016,Minnesota,15-17 years,4.9,512
1/1/2016,Mississippi,15-17 years,15,919
1/1/2016,Missouri,15-17 years,9.4,1101
1/1/2016,Montana,15-17 years,9.3,169
1/1/2016,Nebraska,15-17 years,8.5,318
1/1/2016,Nevada,15-17 years,9.8,538
1/1/2016,New Hampshire,15-17 years,3.6,85
1/1/2016,New Jersey,15-17 years,4.6,791
1/1/2016,New Mexico,15-17 years,15.1,624
1/1/2016,New York,15-17 years,5.8,2042
1/1/2016,North Carolina,15-17 years,9.7,1909
1/1/2016,North Dakota,15-17 years,8.6,108
1/1/2016,Ohio,15-17 years,9,2030
1/1/2016,Oklahoma,15-17 years,14.3,1102
1/1/2016,Oregon,15-17 years,6.6,480
1/1/2016,Pennsylvania,15-17 years,7.2,1662
1/1/2016,Rhode Island,15-17 years,5.8,108
1/1/2016,South Carolina,15-17 years,10.1,937
1/1/2016,South Dakota,15-17 years,12.5,200
1/1/2016,Tennessee,15-17 years,11.1,1404
1/1/2016,Texas,15-17 years,15.1,8936
1/1/2016,Utah,15-17 years,6.2,447
1/1/2016,Vermont,15-17 years,4.7,50
1/1/2016,Virginia,15-17 years,6.2,965
1/1/2016,Washington,15-17 years,6.5,854
1/1/2016,West Virginia,15-17 years,11.7,373
1/1/2016,Wisconsin,15-17 years,6.1,674
1/1/2016,Wyoming,15-17 years,9.4,100
1/1/2016,Alabama,15-19 years,28.4,4480
1/1/2016,Alaska,15-19 years,25.8,583
1/1/2016,Arizona,15-19 years,23.6,5357
1/1/2016,Arkansas,15-19 years,34.6,3372
1/1/2016,California,15-19 years,17,21412
1/1/2016,Colorado,15-19 years,17.8,3068
1/1/2016,Connecticut,15-19 years,9.4,1136
1/1/2016,Delaware,15-19 years,19.5,583
1/1/2016,District of Columbia,15-19 years,24,460
1/1/2016,Florida,15-19 years,19.3,11195
1/1/2016,Georgia,15-19 years,23.6,8248
1/1/2016,Hawaii,15-19 years,19.2,728
1/1/2016,Idaho,15-19 years,20.1,1171
1/1/2016,Illinois,15-19 years,18.7,7729
1/1/2016,Indiana,15-19 years,23.6,5255
1/1/2016,Iowa,15-19 years,17.2,1804
1/1/2016,Kansas,15-19 years,21.9,2125
1/1/2016,Kentucky,15-19 years,30.9,4331
1/1/2016,Louisiana,15-19 years,30.6,4545
1/1/2016,Maine,15-19 years,14.7,574
1/1/2016,Maryland,15-19 years,15.9,3017
1/1/2016,Massachusetts,15-19 years,8.5,1932
1/1/2016,Michigan,15-19 years,17.7,5792
1/1/2016,Minnesota,15-19 years,12.6,2200
1/1/2016,Mississippi,15-19 years,32.6,3326
1/1/2016,Missouri,15-19 years,23.4,4505
1/1/2016,Montana,15-19 years,23.7,720
1/1/2016,Nebraska,15-19 years,19.1,1213
1/1/2016,Nevada,15-19 years,24.2,2078
1/1/2016,New Hampshire,15-19 years,9.3,392
1/1/2016,New Jersey,15-19 years,11,3060
1/1/2016,New Mexico,15-19 years,29.8,2019
1/1/2016,New York,15-19 years,13.2,8003
1/1/2016,North Carolina,15-19 years,21.8,7190
1/1/2016,North Dakota,15-19 years,20.3,469
1/1/2016,Ohio,15-19 years,21.8,8151
1/1/2016,Oklahoma,15-19 years,33.4,4250
1/1/2016,Oregon,15-19 years,16.6,2004
1/1/2016,Pennsylvania,15-19 years,15.8,6385
1/1/2016,Rhode Island,15-19 years,12.9,474
1/1/2016,South Carolina,15-19 years,23.7,3695
1/1/2016,South Dakota,15-19 years,25.1,681
1/1/2016,Tennessee,15-19 years,28,5766
1/1/2016,Texas,15-19 years,31,29765
1/1/2016,Utah,15-19 years,15.6,1829
1/1/2016,Vermont,15-19 years,10.3,213
1/1/2016,Virginia,15-19 years,15.5,4114
1/1/2016,Washington,15-19 years,16.6,3584
1/1/2016,West Virginia,15-19 years,29.3,1555
1/1/2016,Wisconsin,15-19 years,15,2808
1/1/2016,Wyoming,15-19 years,26.1,463
1/1/2016,Alabama,18-19 years,52.1,3249
1/1/2016,Alaska,18-19 years,57.9,469
1/1/2016,Arizona,18-19 years,43.5,3931
1/1/2016,Arkansas,18-19 years,66.4,2549
1/1/2016,California,18-19 years,31.2,15795
1/1/2016,Colorado,18-19 years,32.7,2253
1/1/2016,Connecticut,18-19 years,17.1,874
1/1/2016,Delaware,18-19 years,34.6,435
1/1/2016,District of Columbia,18-19 years,27.9,320
1/1/2016,Florida,18-19 years,37,8335
1/1/2016,Georgia,18-19 years,44.4,6066
1/1/2016,Hawaii,18-19 years,39.8,579
1/1/2016,Idaho,18-19 years,40.7,891
1/1/2016,Illinois,18-19 years,35.6,5711
1/1/2016,Indiana,18-19 years,44.6,3955
1/1/2016,Iowa,18-19 years,31.5,1408
1/1/2016,Kansas,18-19 years,40.6,1574
1/1/2016,Kentucky,18-19 years,59.5,3313
1/1/2016,Louisiana,18-19 years,59.6,3382
1/1/2016,Maine,18-19 years,29.1,467
1/1/2016,Maryland,18-19 years,29.1,2201
1/1/2016,Massachusetts,18-19 years,13.9,1455
1/1/2016,Michigan,18-19 years,33.4,4382
1/1/2016,Minnesota,18-19 years,24.4,1688
1/1/2016,Mississippi,18-19 years,59.2,2407
1/1/2016,Missouri,18-19 years,44.8,3404
1/1/2016,Montana,18-19 years,45.3,551
1/1/2016,Nebraska,18-19 years,34.3,895
1/1/2016,Nevada,18-19 years,49.9,1540
1/1/2016,New Hampshire,18-19 years,16.8,307
1/1/2016,New Jersey,18-19 years,21.6,2269
1/1/2016,New Mexico,18-19 years,53,1395
1/1/2016,New York,18-19 years,23.5,5961
1/1/2016,North Carolina,18-19 years,39.7,5281
1/1/2016,North Dakota,18-19 years,34.1,361
1/1/2016,Ohio,18-19 years,41.2,6121
1/1/2016,Oklahoma,18-19 years,63.2,3148
1/1/2016,Oregon,18-19 years,31.8,1524
1/1/2016,Pennsylvania,18-19 years,27.5,4723
1/1/2016,Rhode Island,18-19 years,20.2,366
1/1/2016,South Carolina,18-19 years,43.8,2758
1/1/2016,South Dakota,18-19 years,43.2,481
1/1/2016,Tennessee,18-19 years,54.7,4362
1/1/2016,Texas,18-19 years,56.5,20829
1/1/2016,Utah,18-19 years,30.7,1382
1/1/2016,Vermont,18-19 years,16.1,163
1/1/2016,Virginia,18-19 years,28.7,3149
1/1/2016,Washington,18-19 years,32.5,2730
1/1/2016,West Virginia,18-19 years,56.1,1182
1/1/2016,Wisconsin,18-19 years,27.9,2134
1/1/2016,Wyoming,18-19 years,51.2,363
1/1/2017,Alabama,15-17 years,11.4,1076
1/1/2017,Alaska,15-17 years,8,114
1/1/2017,Arizona,15-17 years,9.4,1284
1/1/2017,Arkansas,15-17 years,12.9,750
1/1/2017,California,15-17 years,6.4,4782
1/1/2017,Colorado,15-17 years,6.8,709
1/1/2017,Connecticut,15-17 years,4,272
1/1/2017,Delaware,15-17 years,9.4,161
1/1/2017,District of Columbia,15-17 years,16,125
1/1/2017,Florida,15-17 years,7.1,2559
1/1/2017,Georgia,15-17 years,8.9,1910
1/1/2017,Hawaii,15-17 years,6.2,142
1/1/2017,Idaho,15-17 years,5.8,216
1/1/2017,Illinois,15-17 years,7.2,1799
1/1/2017,Indiana,15-17 years,8.9,1190
1/1/2017,Iowa,15-17 years,6.6,396
1/1/2017,Kansas,15-17 years,7.9,459
1/1/2017,Kentucky,15-17 years,10.4,870
1/1/2017,Louisiana,15-17 years,11.5,1041
1/1/2017,Maine,15-17 years,4.7,105
1/1/2017,Maryland,15-17 years,6.3,713
1/1/2017,Massachusetts,15-17 years,3.7,455
1/1/2017,Michigan,15-17 years,6.8,1314
1/1/2017,Minnesota,15-17 years,4.5,475
1/1/2017,Mississippi,15-17 years,13.2,796
1/1/2017,Missouri,15-17 years,8.6,999
1/1/2017,Montana,15-17 years,8.2,150
1/1/2017,Nebraska,15-17 years,7.6,290
1/1/2017,Nevada,15-17 years,8.7,484
1/1/2017,New Hampshire,15-17 years,2.9,68
1/1/2017,New Jersey,15-17 years,4,685
1/1/2017,New Mexico,15-17 years,14.2,581
1/1/2017,New York,15-17 years,5.2,1800
1/1/2017,North Carolina,15-17 years,8.9,1749
1/1/2017,North Dakota,15-17 years,6.2,78
1/1/2017,Ohio,15-17 years,8.3,1865
1/1/2017,Oklahoma,15-17 years,12.5,969
1/1/2017,Oregon,15-17 years,5.2,377
1/1/2017,Pennsylvania,15-17 years,6.5,1482
1/1/2017,Rhode Island,15-17 years,5.2,95
1/1/2017,South Carolina,15-17 years,9.2,862
1/1/2017,South Dakota,15-17 years,9.1,147
1/1/2017,Tennessee,15-17 years,10.4,1313
1/1/2017,Texas,15-17 years,12.9,7755
1/1/2017,Utah,15-17 years,5.8,421
1/1/2017,Vermont,15-17 years,3.6,37
1/1/2017,Virginia,15-17 years,5.9,913
1/1/2017,Washington,15-17 years,5.5,730
1/1/2017,West Virginia,15-17 years,9.3,290
1/1/2017,Wisconsin,15-17 years,5.5,605
1/1/2017,Wyoming,15-17 years,8.5,89
1/1/2018,Alabama,15-17 years,10.6,979
1/1/2018,Alaska,15-17 years,5.6,79
1/1/2018,Arizona,15-17 years,8.9,1218
1/1/2018,Arkansas,15-17 years,12.1,699
1/1/2018,California,15-17 years,5.7,4195
1/1/2018,Colorado,15-17 years,6.1,643
1/1/2018,Connecticut,15-17 years,3.1,211
1/1/2018,Delaware,15-17 years,7.1,121
1/1/2018,District of Columbia,15-17 years,16,125
1/1/2018,Florida,15-17 years,6.7,2360
1/1/2018,Georgia,15-17 years,8.8,1885
1/1/2018,Hawaii,15-17 years,7,160
1/1/2018,Idaho,15-17 years,5.6,211
1/1/2018,Illinois,15-17 years,6.5,1585
1/1/2018,Indiana,15-17 years,8.3,1103
1/1/2018,Iowa,15-17 years,6.6,394
1/1/2018,Kansas,15-17 years,8,461
1/1/2018,Kentucky,15-17 years,10.6,885
1/1/2018,Louisiana,15-17 years,11.2,993
1/1/2018,Maine,15-17 years,4.3,94
1/1/2018,Maryland,15-17 years,6,671
1/1/2018,Massachusetts,15-17 years,3,365
1/1/2018,Michigan,15-17 years,5.9,1109
1/1/2018,Minnesota,15-17 years,3.8,402
1/1/2018,Mississippi,15-17 years,12.1,715
1/1/2018,Missouri,15-17 years,8.6,982
1/1/2018,Montana,15-17 years,6.7,124
1/1/2018,Nebraska,15-17 years,6.7,255
1/1/2018,Nevada,15-17 years,8.2,455
1/1/2018,New Hampshire,15-17 years,2.8,67
1/1/2018,New Jersey,15-17 years,4.2,712
1/1/2018,New Mexico,15-17 years,11.1,455
1/1/2018,New York,15-17 years,4.8,1642
1/1/2018,North Carolina,15-17 years,7.9,1556
1/1/2018,North Dakota,15-17 years,7.5,96
1/1/2018,Ohio,15-17 years,7.5,1666
1/1/2018,Oklahoma,15-17 years,10.7,824
1/1/2018,Oregon,15-17 years,5,358
1/1/2018,Pennsylvania,15-17 years,6.4,1447
1/1/2018,Rhode Island,15-17 years,6.1,110
1/1/2018,South Carolina,15-17 years,9.1,844
1/1/2018,South Dakota,15-17 years,9.9,162
1/1/2018,Tennessee,15-17 years,9.5,1192
1/1/2018,Texas,15-17 years,11.4,6904
1/1/2018,Utah,15-17 years,4.9,364
1/1/2018,Vermont,15-17 years,2.5,26
1/1/2018,Virginia,15-17 years,5.7,885
1/1/2018,Washington,15-17 years,4.8,634
1/1/2018,West Virginia,15-17 years,8.4,260
1/1/2018,Wisconsin,15-17 years,5,541
1/1/2018,Wyoming,15-17 years,6.3,67
1/1/2017,Alabama,15-19 years,27,4241
1/1/2017,Alaska,15-19 years,22,486
1/1/2017,Arizona,15-19 years,22,5025
1/1/2017,Arkansas,15-19 years,32.8,3178
1/1/2017,California,15-19 years,15.1,18935
1/1/2017,Colorado,15-19 years,16.1,2790
1/1/2017,Connecticut,15-19 years,8.8,1053
1/1/2017,Delaware,15-19 years,18.5,552
1/1/2017,District of Columbia,15-19 years,21,408
1/1/2017,Florida,15-19 years,18.2,10708
1/1/2017,Georgia,15-19 years,21.9,7778
1/1/2017,Hawaii,15-19 years,19.1,714
1/1/2017,Idaho,15-19 years,18.6,1106
1/1/2017,Illinois,15-19 years,17.4,7103
1/1/2017,Indiana,15-19 years,22.8,5091
1/1/2017,Iowa,15-19 years,16,1678
1/1/2017,Kansas,15-19 years,21.3,2057
1/1/2017,Kentucky,15-19 years,29,4060
1/1/2017,Louisiana,15-19 years,29.1,4269
1/1/2017,Maine,15-19 years,13.1,504
1/1/2017,Maryland,15-19 years,14.2,2667
1/1/2017,Massachusetts,15-19 years,8.1,1827
1/1/2017,Michigan,15-19 years,16.4,5307
1/1/2017,Minnesota,15-19 years,12.1,2113
1/1/2017,Mississippi,15-19 years,31,3137
1/1/2017,Missouri,15-19 years,22.5,4301
1/1/2017,Montana,15-19 years,21.2,645
1/1/2017,Nebraska,15-19 years,18.1,1158
1/1/2017,Nevada,15-19 years,21.9,1906
1/1/2017,New Hampshire,15-19 years,8.4,353
1/1/2017,New Jersey,15-19 years,10.3,2837
1/1/2017,New Mexico,15-19 years,27.9,1896
1/1/2017,New York,15-19 years,12.5,7480
1/1/2017,North Carolina,15-19 years,20.6,6845
1/1/2017,North Dakota,15-19 years,16.2,368
1/1/2017,Ohio,15-19 years,20.8,7788
1/1/2017,Oklahoma,15-19 years,29.7,3793
1/1/2017,Oregon,15-19 years,15,1809
1/1/2017,Pennsylvania,15-19 years,14.8,5899
1/1/2017,Rhode Island,15-19 years,11.4,414
1/1/2017,South Carolina,15-19 years,21.7,3408
1/1/2017,South Dakota,15-19 years,22.6,614
1/1/2017,Tennessee,15-19 years,26.6,5516
1/1/2017,Texas,15-19 years,27.6,26971
1/1/2017,Utah,15-19 years,15.2,1801
1/1/2017,Vermont,15-19 years,10.1,206
1/1/2017,Virginia,15-19 years,15,3987
1/1/2017,Washington,15-19 years,14.8,3191
1/1/2017,West Virginia,15-19 years,27.1,1416
1/1/2017,Wisconsin,15-19 years,13.8,2564
1/1/2017,Wyoming,15-19 years,24.6,424
1/1/2018,Alabama,15-19 years,25.2,3924
1/1/2018,Alaska,15-19 years,19.3,423
1/1/2018,Arizona,15-19 years,20.1,4650
1/1/2018,Arkansas,15-19 years,30.4,2928
1/1/2018,California,15-19 years,13.6,16929
1/1/2018,Colorado,15-19 years,14.3,2522
1/1/2018,Connecticut,15-19 years,8.3,988
1/1/2018,Delaware,15-19 years,16.7,497
1/1/2018,District of Columbia,15-19 years,19.3,373
1/1/2018,Florida,15-19 years,16.7,9829
1/1/2018,Georgia,15-19 years,20.6,7385
1/1/2018,Hawaii,15-19 years,17.2,643
1/1/2018,Idaho,15-19 years,16,972
1/1/2018,Illinois,15-19 years,15.8,6399
1/1/2018,Indiana,15-19 years,21.8,4840
1/1/2018,Iowa,15-19 years,15.3,1603
1/1/2018,Kansas,15-19 years,20,1933
1/1/2018,Kentucky,15-19 years,27.3,3816
1/1/2018,Louisiana,15-19 years,27.5,3991
1/1/2018,Maine,15-19 years,11.1,419
1/1/2018,Maryland,15-19 years,14.1,2645
1/1/2018,Massachusetts,15-19 years,7.2,1638
1/1/2018,Michigan,15-19 years,15.8,5042
1/1/2018,Minnesota,15-19 years,10.2,1794
1/1/2018,Mississippi,15-19 years,27.8,2808
1/1/2018,Missouri,15-19 years,21.6,4109
1/1/2018,Montana,15-19 years,17.2,531
1/1/2018,Nebraska,15-19 years,16.7,1073
1/1/2018,Nevada,15-19 years,20.5,1800
1/1/2018,New Hampshire,15-19 years,8,334
1/1/2018,New Jersey,15-19 years,10.3,2814
1/1/2018,New Mexico,15-19 years,25.3,1724
1/1/2018,New York,15-19 years,11.7,6847
1/1/2018,North Carolina,15-19 years,18.7,6303
1/1/2018,North Dakota,15-19 years,16.4,372
1/1/2018,Ohio,15-19 years,18.9,7044
1/1/2018,Oklahoma,15-19 years,27.2,3492
1/1/2018,Oregon,15-19 years,13.3,1598
1/1/2018,Pennsylvania,15-19 years,14.1,5599
1/1/2018,Rhode Island,15-19 years,11.5,411
1/1/2018,South Carolina,15-19 years,22,3481
1/1/2018,South Dakota,15-19 years,20.4,565
1/1/2018,Tennessee,15-19 years,25.3,5258
1/1/2018,Texas,15-19 years,25.3,25089
1/1/2018,Utah,15-19 years,13.1,1604
1/1/2018,Vermont,15-19 years,8.8,182
1/1/2018,Virginia,15-19 years,14.3,3803
1/1/2018,Washington,15-19 years,12.7,2762
1/1/2018,West Virginia,15-19 years,25.4,1317
1/1/2018,Wisconsin,15-19 years,13,2406
1/1/2018,Wyoming,15-19 years,20.8,362
1/1/2017,Alabama,18-19 years,50.6,3165
1/1/2017,Alaska,18-19 years,47,372
1/1/2017,Arizona,18-19 years,41.1,3741
1/1/2017,Arkansas,18-19 years,63.1,2428
1/1/2017,California,18-19 years,28,14153
1/1/2017,Colorado,18-19 years,30.1,2081
1/1/2017,Connecticut,18-19 years,15.3,781
1/1/2017,Delaware,18-19 years,30.8,391
1/1/2017,District of Columbia,18-19 years,24.4,283
1/1/2017,Florida,18-19 years,35.6,8149
1/1/2017,Georgia,18-19 years,42.1,5868
1/1/2017,Hawaii,18-19 years,40.1,572
1/1/2017,Idaho,18-19 years,39.7,890
1/1/2017,Illinois,18-19 years,33.3,5304
1/1/2017,Indiana,18-19 years,43.7,3901
1/1/2017,Iowa,18-19 years,28.8,1282
1/1/2017,Kansas,18-19 years,41.2,1598
1/1/2017,Kentucky,18-19 years,56.7,3190
1/1/2017,Louisiana,18-19 years,57.1,3228
1/1/2017,Maine,18-19 years,24.9,399
1/1/2017,Maryland,18-19 years,25.9,1954
1/1/2017,Massachusetts,18-19 years,13.1,1372
1/1/2017,Michigan,18-19 years,30.4,3993
1/1/2017,Minnesota,18-19 years,23.5,1638
1/1/2017,Mississippi,18-19 years,57.2,2341
1/1/2017,Missouri,18-19 years,43.5,3302
1/1/2017,Montana,18-19 years,41.3,495
1/1/2017,Nebraska,18-19 years,33.4,868
1/1/2017,Nevada,18-19 years,45.2,1422
1/1/2017,New Hampshire,18-19 years,15.7,285
1/1/2017,New Jersey,18-19 years,20.6,2152
1/1/2017,New Mexico,18-19 years,49,1315
1/1/2017,New York,18-19 years,22.6,5680
1/1/2017,North Carolina,18-19 years,37.8,5096
1/1/2017,North Dakota,18-19 years,28.7,290
1/1/2017,Ohio,18-19 years,39.4,5923
1/1/2017,Oklahoma,18-19 years,56.1,2824
1/1/2017,Oregon,18-19 years,29.8,1432
1/1/2017,Pennsylvania,18-19 years,25.9,4417
1/1/2017,Rhode Island,18-19 years,17.6,319
1/1/2017,South Carolina,18-19 years,39.8,2546
1/1/2017,South Dakota,18-19 years,42,467
1/1/2017,Tennessee,18-19 years,52.1,4203
1/1/2017,Texas,18-19 years,51.1,19216
1/1/2017,Utah,18-19 years,30.1,1380
1/1/2017,Vermont,18-19 years,16.8,169
1/1/2017,Virginia,18-19 years,28.1,3074
1/1/2017,Washington,18-19 years,29.4,2461
1/1/2017,West Virginia,18-19 years,53.7,1126
1/1/2017,Wisconsin,18-19 years,25.6,1959
1/1/2017,Wyoming,18-19 years,49.6,335
1/1/2018,Alabama,18-19 years,46.7,2945
1/1/2018,Alaska,18-19 years,43.9,344
1/1/2018,Arizona,18-19 years,36.2,3432
1/1/2018,Arkansas,18-19 years,57.7,2229
1/1/2018,California,18-19 years,25.2,12734
1/1/2018,Colorado,18-19 years,26.4,1879
1/1/2018,Connecticut,18-19 years,15.2,777
1/1/2018,Delaware,18-19 years,29.4,376
1/1/2018,District of Columbia,18-19 years,21.5,248
1/1/2018,Florida,18-19 years,31.8,7469
1/1/2018,Georgia,18-19 years,38.3,5500
1/1/2018,Hawaii,18-19 years,33.5,483
1/1/2018,Idaho,18-19 years,32.5,761
1/1/2018,Illinois,18-19 years,30.1,4814
1/1/2018,Indiana,18-19 years,41.6,3737
1/1/2018,Iowa,18-19 years,27.1,1209
1/1/2018,Kansas,18-19 years,37.7,1472
1/1/2018,Kentucky,18-19 years,51.9,2931
1/1/2018,Louisiana,18-19 years,52.8,2998
1/1/2018,Maine,18-19 years,20.9,325
1/1/2018,Maryland,18-19 years,26,1974
1/1/2018,Massachusetts,18-19 years,12.1,1273
1/1/2018,Michigan,18-19 years,30.1,3933
1/1/2018,Minnesota,18-19 years,20,1392
1/1/2018,Mississippi,18-19 years,50.1,2093
1/1/2018,Missouri,18-19 years,41,3127
1/1/2018,Montana,18-19 years,33.5,407
1/1/2018,Nebraska,18-19 years,31.3,818
1/1/2018,Nevada,18-19 years,42.1,1345
1/1/2018,New Hampshire,18-19 years,14.8,267
1/1/2018,New Jersey,18-19 years,20.2,2102
1/1/2018,New Mexico,18-19 years,46.7,1269
1/1/2018,New York,18-19 years,21.2,5205
1/1/2018,North Carolina,18-19 years,33.8,4747
1/1/2018,North Dakota,18-19 years,28,276
1/1/2018,Ohio,18-19 years,35.7,5378
1/1/2018,Oklahoma,18-19 years,52.4,2668
1/1/2018,Oregon,18-19 years,25.7,1240
1/1/2018,Pennsylvania,18-19 years,24.3,4152
1/1/2018,Rhode Island,18-19 years,17,301
1/1/2018,South Carolina,18-19 years,40.1,2637
1/1/2018,South Dakota,18-19 years,35.6,403
1/1/2018,Tennessee,18-19 years,49.7,4066
1/1/2018,Texas,18-19 years,47.1,18185
1/1/2018,Utah,18-19 years,26.2,1240
1/1/2018,Vermont,18-19 years,15.2,156
1/1/2018,Virginia,18-19 years,26.2,2918
1/1/2018,Washington,18-19 years,25,2128
1/1/2018,West Virginia,18-19 years,50.4,1057
1/1/2018,Wisconsin,18-19 years,24.4,1865
1/1/2018,Wyoming,18-19 years,43.6,295
